Name,Id,Bar,Total,Date,Time
Faith,34566,The Plot and Plaster,24.51,8/9/2018,0:09:18
Alana,34713,The Hand of Glory,12.66,8/9/2018,3:54:15
Azaria,34731,P3,11.95,8/9/2018,1:50:47
Rhiannon,35626,Noah's Bar,19.71,8/9/2018,1:50:13
Evie,36479,Kelcy's,31.58,8/9/2018,1:32:39
Lillian,36644,The Old Pink Dog,45.68,8/9/2018,18:38:20
Kennedy,39853,The Railway Arms,20.8,8/9/2018,18:40:10
Betsy,40138,The Drowned Trout,24.41,8/9/2018,13:46:24
Steven,40276,The Plot and Plaster,12.54,8/9/2018,0:38:42
Lynn,42406,The Kebab & Calculator,8.21,8/9/2018,0:53:17
Ferd,42797,Cooper's,29.64,8/9/2018,17:44:47
Roderick,43137,Mad Dog Saloon,10.35,8/9/2018,21:52:37
Carla,43753,The Brass Lantern,26.95,8/9/2018,0:37:03
Miguel,44162,Old Prospector Saloon,18.99,8/9/2018,21:55:48
Kaylin,44898,The Broken Drum/The Mended Drum,35.91,8/9/2018,1:34:53
Lilianna,604,Dead Man's Drink,10.38,8/10/2018,0:47:34
Mitchel,2124,The Count's Arms,21.49,8/10/2018,0:53:21
Lionel,3072,The Woolpack,31.84,8/10/2018,15:55:17
Herman,3626,Milliway's,5.27,8/10/2018,19:13:10
Marshal,3908,Bob's Country Bunker,12.87,8/10/2018,1:42:54
Liberty,4437,Dagmar,35.48,8/10/2018,3:24:14
Willian,6546,Fangtasia,43.96,8/10/2018,22:02:35
Harve,7269,Broken Keel Tavern,27.96,8/10/2018,0:37:03
Alena,11257,The Pie Hole,27.88,8/10/2018,14:28:43
Ammon,13273,Crab Shack,13.92,8/10/2018,0:32:53
Alonzo,14524,SaxonwoldShebeen,32.05,8/10/2018,21:12:30
Drew,14664,The Cat & Fiddle,26.25,8/10/2018,23:17:42
Shakira,16783,Border Watch Inn,26.68,8/10/2018,19:57:29
Kate,16867,Rick's Café Américain,21.82,8/10/2018,10:19:17
Azaria,18125,The Drunken Clam,24.83,8/10/2018,19:33:52
Napoleon,19695,Cohan's,9.25,8/10/2018,0:07:04
Kaylin,20362,Quark's,14.85,8/10/2018,12:01:44
Emily,20515,Old Prospector Saloon,4.47,8/10/2018,22:44:10
Alexandria,20760,The Armada Room,10.7,8/10/2018,23:46:09
Kaitlynn,21659,Charlie's,11.12,8/10/2018,0:14:02
Green,22266,Dugout Inn,40.86,8/10/2018,19:13:05
Julianna,22469,Elfsong Tavern,8.17,8/10/2018,20:19:41
Larissa,24893,Night Spot,6.31,8/10/2018,21:59:37
Webster,26773,The Iron Horse,35.61,8/10/2018,0:52:03
Maxwell,27236,Dugout Inn,22.47,8/10/2018,22:45:01
Daniella,29285,Mama Chow's Fine Dining,35.84,8/10/2018,2:02:44
Nyla,31291,Founding Fathers,28.87,8/10/2018,4:38:42
Roll,31348,The Rose & Thorn,45.13,8/10/2018,19:21:42
Mitchel,32076,Central Perk,15.29,8/10/2018,20:17:02
Dixon,32295,The Pilgrim's Rest,39.62,8/10/2018,0:26:00
Lizeth,33578,The Drunken Huntsman,25.82,8/10/2018,20:00:32
Janiah,34631,The Eolian,30.06,8/10/2018,2:13:26
Cleveland,37649,Duke's Pub,36.02,8/10/2018,1:36:48
Tamia,39102,Charlie's,36.11,8/10/2018,21:20:38
Pierre,41188,The Tall Ship,4.87,8/10/2018,20:05:25
Caylee,41237,The Malt Shovel,16.08,8/10/2018,0:01:06
Sanders,41440,Cafe Rene,30.19,8/10/2018,2:09:50
Elisa,43147,Brady Pub,23.66,8/10/2018,0:18:23
Brylee,43731,Lucky Lockup,40.37,8/10/2018,2:19:01
Herman,44203,The Aidensfield Arms,40.17,8/10/2018,0:31:10
Bruce,1371,The Armada Room,3.61,8/11/2018,17:40:24
Dee,1860,Porky's,19.11,8/11/2018,22:04:13
Dean,2063,Table Salt,6.17,8/11/2018,11:54:40
Lydia,2545,The Learned Goat,31.93,8/11/2018,0:57:15
Loyd,2688,Copacabana,12.11,8/11/2018,21:58:54
Wilson,3012,The Leaky Cauldron,27.02,8/11/2018,17:18:30
Hence,4590,The Butchers Arms,32.42,8/11/2018,0:07:55
Katie,5786,The Lion and Unicorn,30.76,8/11/2018,13:20:15
Lewis,6026,Old Prospector Saloon,10.6,8/11/2018,23:55:48
Noble,6373,The Bloated Float Inn,6.02,8/11/2018,21:52:57
Kathy,6514,Scarlet Raven Tavern,7.98,8/11/2018,1:24:03
Erastus,7571,Bunnys,24.66,8/11/2018,0:15:52
Mariah,8549,The Snug,10.13,8/11/2018,2:22:55
Zeb,8994,Poor Richard's,6.37,8/11/2018,22:00:58
Sammie,9481,Corrado Italian Bistro,39.06,8/11/2018,0:33:53
Denise,10696,Gus's Galaxy Grill,33.55,8/11/2018,4:25:02
Jamiya,10931,Copacabana,40.53,8/11/2018,21:02:00
Rutherford,11356,Kelcy's,6.27,8/11/2018,22:49:55
Diana,11475,Paddy's Pub,28.81,8/11/2018,0:00:06
Rayne,11660,Boobies,10.51,8/11/2018,11:35:02
Mahlon,12422,The Moon Under Water,27.57,8/11/2018,16:23:07
Garnett,13584,The Hanged Man,6.15,8/11/2018,0:55:30
Henry,14750,The Feed Bag,26.41,8/11/2018,19:38:21
Obed,16083,The Oblivion Bar,31.72,8/11/2018,0:33:32
Agustus,16515,P3,25.62,8/11/2018,0:45:49
Hugh,16551,Low Point,37.22,8/11/2018,20:51:27
Micaela,16997,Korova Milk Bar,28.35,8/11/2018,2:54:56
Jones,17511,The Plot and Plaster,32.08,8/11/2018,0:08:20
James,17677,The Earl Of Osbourne,38.63,8/11/2018,17:01:38
Wilber,18691,The Duke Of Burgundy,6.75,8/11/2018,0:22:00
Carina,18704,The Last Chance Saloon,11.06,8/11/2018,14:00:05
Pamela,18921,Lusty Leopard,24.44,8/11/2018,23:59:43
Gregg,19286,The Tropicana,21.51,8/11/2018,15:06:12
Taniya,19861,Elfsong Tavern,11.19,8/11/2018,14:13:14
Kayli,20967,Copa,3.25,8/11/2018,3:35:46
Nancy,21224,Rowlf's Tavern,6.68,8/11/2018,0:27:42
Primus,22681,John McRory's Place,13.08,8/11/2018,23:56:10
Shyanne,22733,Roulette,35,8/11/2018,0:52:35
Israel,23248,Jack's Crocodile Bar,29.68,8/11/2018,21:59:48
Tessa,23276,Poor Richard's,37.16,8/11/2018,19:16:04
Paloma,24157,Night Spot,40.47,8/11/2018,1:48:40
Lucian,24439,Torchy's,30.31,8/11/2018,21:42:19
Benjiman,25331,LUX,4.64,8/11/2018,20:55:24
Kirsten,27139,The Feed Bag,6.43,8/11/2018,3:30:16
Lyla,27795,The Plumbers Arms,6.94,8/11/2018,21:09:21
Archie,27833,Joe's,27.84,8/11/2018,0:12:49
Fredric,31332,The Maidenhead,32.88,8/11/2018,2:01:13
Maci,31426,Daddy Crab Leg's Crab Shack,11.58,8/11/2018,2:07:58
Rocio,32068,The Broken Drum/The Mended Drum,24.52,8/11/2018,1:27:42
Magdalena,32735,The Drunken Huntsman,25.36,8/11/2018,7:35:57
Charlotte,35404,"The Hand & Racquet, East Cheam",28.7,8/11/2018,20:31:19
Patience,35413,The Winchester Tavern,26.34,8/11/2018,20:00:51
Adam,35924,Roulette,49.18,8/11/2018,19:03:39
Otha,36823,The Prancing Pony,41.3,8/11/2018,20:04:26
Anna,37556,Night Spot,34.71,8/11/2018,2:30:28
Isabel,38082,Copacabana,31.8,8/11/2018,2:42:23
Reuben,38755,Cafe Rene,29.66,8/11/2018,1:22:36
Gaston,40916,The Admiral Benbow Inn,28.19,8/11/2018,21:58:46
Adelaide,41682,Playaz Club,8.23,8/11/2018,2:56:00
Justice,41835,The Crazy Cock,18.83,8/11/2018,23:21:52
Felipe,42746,Dexter Lake Club,44.76,8/11/2018,15:14:56
Lyric,42806,Gallow's End Tavern,37.1,8/11/2018,19:41:35
Sanai,43704,The Pie Hole,15.78,8/11/2018,0:14:30
Miranda,44166,Rick's Café Américain,31.83,8/11/2018,13:01:31
Regan,838,Cocktails and Dreams,38.4,8/12/2018,19:07:30
Seymour,3498,The Last Chance Saloon,10.53,8/12/2018,14:09:08
Handy,4296,Kelcy's,38.05,8/12/2018,0:57:10
Travis,5595,The Globe and Anchor,26.12,8/12/2018,0:05:15
Makena,6578,The Armada Room,4.61,8/12/2018,1:53:46
Elijah,8273,Lusty Leopard,3.69,8/12/2018,1:37:25
Jasmyn,9893,The Crab Shed,31.33,8/12/2018,20:16:56
Charlee,10461,Playaz Club,22.85,8/12/2018,1:25:21
Danial,10964,Daddy Crab Leg's Crab Shack,18.01,8/12/2018,2:31:46
Tracy,11727,The Feed Bag,4.52,8/12/2018,22:46:43
Lilyana,12227,Samoan Joe's,16.49,8/12/2018,2:00:43
Silas,13479,Lucky Lockup,11.24,8/12/2018,4:11:01
Allen,14134,Tabard,15.9,8/12/2018,23:59:58
Adolphus,15270,Bob's Country Bunker,35.33,8/12/2018,21:27:47
Kaydence,16858,The Duke Of Burgundy,28.82,8/12/2018,0:56:53
Jefferson,17132,The Queen Victoria,3.77,8/12/2018,1:26:36
Lemuel,17347,Mancini's Family Restaurant,15.7,8/12/2018,13:22:59
Fred,17507,Wonder Bar,17.84,8/12/2018,18:22:30
Evie,19012,The Bada Bing,33.24,8/12/2018,18:36:51
Barbara,19620,Colonial Taphouse,42.56,8/12/2018,0:48:32
Shyann,20102,The Moonrakers,12.24,8/12/2018,0:06:11
Llewellyn,20136,The Last Chance Saloon,31.31,8/12/2018,23:01:30
Gracie,20628,St. Elmo's Bar,33.44,8/12/2018,1:48:21
Elza,20637,The Armada Room,26.8,8/12/2018,18:41:04
Delbert,21713,Y Deri Arms,24.26,8/12/2018,21:31:24
Maryam,21990,Seagrass,15.47,8/12/2018,0:54:57
Makena,22602,The Grind & Jolt Cafe,36.32,8/12/2018,0:06:30
Karl,23629,The Queen Victoria,25.97,8/12/2018,1:30:35
Felipe,23900,The Learned Goat,43.93,8/12/2018,1:55:47
Leticia,24832,The Thorax Bar,44.05,8/12/2018,22:44:20
Wirt,26145,The Elephant,34.31,8/12/2018,22:07:03
Samara,27318,Copa,8.57,8/12/2018,3:53:58
Ezra,27325,Duke's Pub,8.65,8/12/2018,23:13:38
Delmar,29925,The Hand of Glory,26.23,8/12/2018,22:17:09
Sienna,30172,Central Perk,5.11,8/12/2018,20:16:19
Isaiah,30410,Lucky Lockup,42.98,8/12/2018,10:01:20
Brylee,30575,Copacabana,32.99,8/12/2018,17:15:58
Tiara,31377,The Moonrakers,5.75,8/12/2018,21:16:29
Jaslene,32340,Maccadam's Old Oil House,11.31,8/12/2018,3:56:53
Jackson,36300,The Silent Woman,17,8/12/2018,0:41:35
Merritt,36309,The Spotted Dog,17.78,8/12/2018,0:26:51
Bree,36395,Wurstbraterei,5.31,8/12/2018,1:46:48
Budd,36863,Cooper's,7.27,8/12/2018,23:28:16
Ike,36915,Friendsy's,12.77,8/12/2018,0:23:47
Haley,37347,The Oak and Crosier,10.23,8/12/2018,1:47:18
Less,37913,The Moon Under Water,17.41,8/12/2018,13:23:28
Forest,39323,Silver,29.15,8/12/2018,0:17:15
Audrina,40962,Free the Paedos,7.66,8/12/2018,0:06:10
Lige,41418,Rovers Return Inn,35.62,8/12/2018,1:46:35
Mireya,42715,Rowlf's Tavern,31.85,8/12/2018,0:03:52
Jones,42986,Wurstbraterei,35.67,8/12/2018,22:08:11
Kelsie,43397,The Iron Horse,12.48,8/12/2018,0:30:00
Carlie,43509,The Hand of Glory,22.32,8/12/2018,19:40:31
Cruz,43543,The Count's Arms,10.89,8/12/2018,0:20:23
Britney,44307,The Armada Room,5.65,8/12/2018,16:04:25
Kayli,44420,LUX,4.7,8/12/2018,0:12:18
Kenley,44862,The Boom Boom Room,32.74,8/12/2018,19:27:53
Billy,972,Salieri's Bar,29.21,8/13/2018,0:21:54
Salomon,1648,Wandin Valley RSL,33.58,8/13/2018,0:03:09
Lorelei,1671,Cohan's,5.47,8/13/2018,0:00:29
Serenity,4696,﻿Ace of Clubs,37.06,8/13/2018,2:50:50
Drew,6192,Porky's,4.3,8/13/2018,0:43:42
Guadalupe,6383,Kavanagh's Irish Pub,3.55,8/13/2018,23:19:43
Jaylen,7622,Puzzles,25.86,8/13/2018,0:52:52
Baldwin,7920,Palace Saloon,37.21,8/13/2018,15:35:40
Israel,7928,John McRory's Place,4.04,8/13/2018,1:43:29
Estefani,9508,Talon Bar,14.58,8/13/2018,12:57:47
Pablo,9562,Dino's Bar and Grill,24.16,8/13/2018,1:03:16
Jose,10937,"The Hand & Racquet, East Cheam",23.43,8/13/2018,0:48:43
Delmar,11292,P3,31.73,8/13/2018,22:30:04
Elsie,11471,Duke's Pub,40.86,8/13/2018,1:05:13
Selah,13010,O'Malley's Bar,9.54,8/13/2018,4:22:23
Jaylin,13650,The Boom Boom Room,20.38,8/13/2018,23:13:06
Ariana,14147,Candlehearth Hall,26.22,8/13/2018,22:47:42
Paris,14230,The Crab Shed,19.88,8/13/2018,20:14:27
Francisco,14491,Wonder Bar,19.73,8/13/2018,16:31:23
Linwood,14514,MacLaren's Pub,26.2,8/13/2018,22:46:09
Wood,15988,Playaz Club,22.58,8/13/2018,18:53:45
Mason,16073,Samoan Joe's,32.35,8/13/2018,1:18:36
Duff,16505,Underworld Tavern,25.8,8/13/2018,20:24:46
Jonah,16742,Candlehearth Hall,30.5,8/13/2018,0:45:53
Esta,18116,The Kit Kat Klub,24.4,8/13/2018,20:18:36
Jaslene,19793,De Rossi's Wine Bar,31.38,8/13/2018,1:16:45
Heidi,20127,Cockatoo Inn,21.23,8/13/2018,0:28:56
Lucille,20399,The Elephant,29.23,8/13/2018,4:40:22
Junius,21417,The Boom Boom Room,6.06,8/13/2018,12:18:11
Summer,21766,The Cat & Fiddle,20.32,8/13/2018,22:48:38
Danica,22014,Brady Pub,35.39,8/13/2018,1:27:37
Harris,22589,The Drowned Trout,34.28,8/13/2018,20:23:15
Kamari,23662,Scarlet Raven Tavern,16.15,8/13/2018,1:09:30
Moriah,23745,The Queen Victoria,13.77,8/13/2018,0:15:38
Christ,24493,Korova Milk Bar,4.31,8/13/2018,0:15:41
Tilman,27211,The Butchers Arms,38.43,8/13/2018,19:13:31
Amina,27610,The Hand of Glory,14.46,8/13/2018,23:14:07
Guss,27854,Wurstbraterei,33.04,8/13/2018,1:01:01
Amaris,28378,The Pilgrim's Rest,22.26,8/13/2018,0:52:51
Mina,28409,Tabard,35.61,8/13/2018,0:31:49
Hardie,28456,The Kebab & Calculator,27.14,8/13/2018,1:47:45
Harvie,29314,Wonder Bar,5.76,8/13/2018,0:36:31
Rollo,29643,Snakehole Lounge,9.15,8/13/2018,0:35:27
Jabez,31359,The Queen Victoria,36.31,8/13/2018,1:01:00
Luna,31723,Y Deri Arms,12.24,8/13/2018,19:57:03
Tony,32319,Playaz Club,40.72,8/13/2018,2:28:37
Waverly,34998,The Kit Kat Klub,17.15,8/13/2018,0:49:40
Maya,35190,The Peach Pit,5.96,8/13/2018,23:54:09
Rubin,35971,Talon Bar,24.17,8/13/2018,0:05:59
Page,37407,The Rose & Thorn,12.78,8/13/2018,20:15:08
Kaylynn,37544,The Cat & Fiddle,7.12,8/13/2018,2:07:03
Mannie,38749,The Mucky Duck,6.21,8/13/2018,23:09:25
Tayler,38985,Wandin Valley RSL,29.99,8/13/2018,17:28:22
Kara,39216,The Earl Of Osbourne,10.4,8/13/2018,0:21:10
Charlie,39541,Dino's Bar and Grill,13.47,8/13/2018,23:57:02
Bryanna,41790,Gus's Galaxy Grill,23.36,8/13/2018,17:18:42
Francesca,42399,Milk Club,23.18,8/13/2018,1:00:25
Gianna,42683,The Silent Woman,10.83,8/13/2018,17:38:11
Patricia,43261,Eden Hall,32.19,8/13/2018,0:20:08
Dallas,43676,The Moon Under Water,4.46,8/13/2018,0:14:55
Lonie,43849,Maxwell's Nightclub,11.5,8/13/2018,0:13:43
Wilford,43863,The Rusty Anchor,5.35,8/13/2018,0:13:40
Kristin,44747,The Spotted Dog,26.67,8/13/2018,17:13:11
Hubert,878,Cocktails and Dreams,36.72,8/14/2018,0:37:08
Gillian,1250,The Bamboo Lounge,11.36,8/14/2018,4:50:05
Larry,2428,Dagmar,43.98,8/14/2018,23:56:58
Brynlee,4540,Y Deri Arms,37.15,8/14/2018,19:12:55
Hoyt,5478,Fangtasia,35.38,8/14/2018,21:11:35
Bria,8361,The Prancing Pony,48.38,8/14/2018,21:28:58
Precious,8582,The Pie Hole,14.78,8/14/2018,9:03:22
Ossie,8910,Mama Chow's Fine Dining,7.53,8/14/2018,2:59:05
Author,10130,Rolliver's Inn,3.47,8/14/2018,20:14:02
Skyla,10547,De Rossi's Wine Bar,17.95,8/14/2018,0:08:21
Jocelyn,11986,Wandin Valley RSL,4.07,8/14/2018,21:19:35
Patrick,12964,MacLaren's Pub,21.52,8/14/2018,22:04:10
Mattie,13167,Windpeak Inn,41.95,8/14/2018,0:36:13
Georgia,14646,The Plumbers Arms,43.57,8/14/2018,17:16:16
Savannah,15228,Wonder Bar,31.38,8/14/2018,20:32:37
Alayna,15301,The Cap & Bell,27.33,8/14/2018,22:35:36
Aloysius,16023,The Plumbers Arms,13.77,8/14/2018,17:18:30
Cheyanne,16710,The Bloated Float Inn,22.05,8/14/2018,22:58:06
Kiana,18291,The Cat & Fiddle,13.26,8/14/2018,23:31:43
Maddison,18749,Broome's,38.71,8/14/2018,1:31:57
Gracelyn,18831,The Pig and Whistle,35.91,8/14/2018,11:18:11
Kaiya,19843,The Ivy Bush,22.23,8/14/2018,10:17:21
Sky,19891,Rick's Café Américain,20.11,8/14/2018,18:51:48
Johnnie,20448,The Drunken Huntsman,23.2,8/14/2018,17:25:17
Osborne,20612,Pedro McKinnon,9.91,8/14/2018,15:14:56
Carlie,21401,The Oblivion Bar,14.03,8/14/2018,0:07:51
Bedford,23270,Vardi's,32.73,8/14/2018,0:47:54
Dania,24180,The Eolian,26.24,8/14/2018,1:19:02
Edgar,24685,Talon Bar,17.76,8/14/2018,15:38:38
Isreal,24902,The Shakespeare,35.01,8/14/2018,19:59:22
Itzel,25163,Crab Shack,33.35,8/14/2018,0:26:11
Atticus,25431,Scarlet Raven Tavern,40.58,8/14/2018,19:59:36
Kayleigh,26102,The Pie Hole,30.99,8/14/2018,8:21:34
Joyce,26726,Bunnys,17.26,8/14/2018,0:27:47
Laylah,27038,Dino's Bar and Grill,20.92,8/14/2018,1:34:46
Nelson,27694,St. Elmo's Bar,36.55,8/14/2018,15:13:25
Roswell,27919,Gus's Galaxy Grill,21.21,8/14/2018,16:22:45
Claude,28247,The Pie Hole,17.41,8/14/2018,19:18:28
Shade,28589,Kennedy's,13.78,8/14/2018,20:58:50
Jazmine,29999,The Drunken Clam,25.2,8/14/2018,2:03:49
Crawford,31196,The Armada Room,18.32,8/14/2018,2:33:18
Jordan,32603,Scarlet Raven Tavern,26.9,8/14/2018,1:35:41
Morris,34116,Rowlf's Tavern,27.88,8/14/2018,2:53:57
Gwendolyn,34972,The Drowned Trout,12.68,8/14/2018,0:17:37
Priscilla,35726,Quark's,24.68,8/14/2018,0:52:04
Ashtyn,39575,The Bada Bing,33.58,8/14/2018,22:18:07
Clem,40052,Scarlet Raven Tavern,15.83,8/14/2018,17:11:03
Plummer,40056,The Spotted Dog,20.29,8/14/2018,18:19:25
Craig,40547,Gus's Galaxy Grill,7.28,8/14/2018,19:13:04
Areli,40944,Corrado Italian Bistro,41.8,8/14/2018,10:24:20
Wirt,41713,The Ivy Bush,19.14,8/14/2018,16:37:37
Heaven,42017,Cohan's,33.76,8/14/2018,1:34:04
Millard,42578,The Shakespeare,17.01,8/14/2018,0:41:34
Janiyah,43399,Friendsy's,25.68,8/14/2018,1:58:52
Kelis,43599,The Brick,31.89,8/14/2018,20:45:12
Hubbard,43601,Maxwell's Nightclub,34.12,8/14/2018,0:33:06
Elmore,44781,O'Malley's Bar,10.04,8/14/2018,2:36:37
Eric,26,Playaz Club,4.33,8/15/2018,1:57:47
Jay,103,Cockatoo Inn,28.7,8/15/2018,1:50:56
Elzie,386,Bodarks Bus Stop Restaurant,38.82,8/15/2018,1:21:15
Noah,1249,Fortune Casino,17.91,8/15/2018,0:30:04
Graciela,3329,Paddy's Pub,3.93,8/15/2018,23:24:18
Evertt,3340,The Armada Room,24.08,8/15/2018,20:35:29
Finley,3865,The Feathers,23.41,8/15/2018,22:19:27
Hollis,5300,The Oblivion Bar,38.14,8/15/2018,0:55:09
Mckayla,5875,The Place,11.37,8/15/2018,0:12:43
Joel,6152,Wonder Bar,24.57,8/15/2018,0:25:12
Florence,8473,The Leaky Cauldron,13.98,8/15/2018,23:44:37
Carissa,9771,Alibi Bar,40.87,8/15/2018,2:03:13
Jay,10353,The Woolpack,38.06,8/15/2018,4:35:06
Truman,11500,Rick's Café Américain,37.67,8/15/2018,21:48:06
Tanya,11565,MacLaren's Pub,31.81,8/15/2018,0:19:36
Lafayette,13100,The Snug,39.85,8/15/2018,19:26:41
Frederic,13583,The Globe and Anchor,6.6,8/15/2018,18:32:16
Hubbard,14102,Noah's Bar,29.48,8/15/2018,22:23:58
Malcolm,15460,The Cat & Fiddle,32.41,8/15/2018,3:18:17
Sky,15607,Samoan Joe's,17.69,8/15/2018,2:14:49
Ernie,17664,The Rose & Thorn,30.73,8/15/2018,0:10:54
Robin,18257,Gallow's End Tavern,4.12,8/15/2018,17:03:47
Cali,18680,The Buck's Head Inn,13.39,8/15/2018,10:39:08
Clara,19041,The Moonrakers,25.51,8/15/2018,11:16:22
Jerome,19267,Talon Bar,17.03,8/15/2018,17:52:37
Angelica,19470,Electric Psychedelic Pussycat Swingers Club,36.64,8/15/2018,2:28:59
Devyn,21360,Copacabana,16.92,8/15/2018,3:30:31
Ervin,21569,O'Malley's,20.37,8/15/2018,0:48:12
Linda,21622,Palace Saloon,16.18,8/15/2018,15:27:08
Chana,22591,Kavanagh's Irish Pub,7.93,8/15/2018,22:24:13
Judith,23243,The Cat & Fiddle,35.12,8/15/2018,21:41:18
Kaelyn,23311,Bunnys,13.67,8/15/2018,1:56:02
Ana,23545,The Hand of Glory,31.64,8/15/2018,1:40:27
Waverly,23637,The Bloated Float Inn,29.29,8/15/2018,0:07:34
Michel,24805,The Crab Shed,10.7,8/15/2018,0:52:08
Alyssa,25917,Palace Saloon,10.54,8/15/2018,21:03:44
Larkin,27251,The Earl Of Osbourne,31.22,8/15/2018,1:29:35
Ariana,27693,Low Point,23.43,8/15/2018,2:52:19
Jayla,29194,Rosie's Bar,9.82,8/15/2018,23:27:38
Elie,30131,The Plot and Plaster,20.29,8/15/2018,0:29:56
Jasmyn,30739,Wandin Valley RSL,36.31,8/15/2018,0:16:12
Scarlett,34128,Mr. Pubbs,39.29,8/15/2018,21:20:57
Gideon,34179,Mad Dog Saloon,7.1,8/15/2018,23:40:26
Mattie,34849,The Drunken Clam,7.21,8/15/2018,18:29:59
Lila,35145,Crab Shack,13.81,8/15/2018,9:19:19
Scarlet,38393,Dal Riata,34.79,8/15/2018,18:34:33
Plummer,39360,Broken Keel Tavern,34.39,8/15/2018,0:19:43
Damon,39779,The Winchester Club,20.36,8/15/2018,16:27:04
Lionel,40784,The Old Pink Dog,23.19,8/15/2018,1:50:06
Delbert,40845,Wonder Bar,10.33,8/15/2018,0:58:26
Lorelei,41236,The Tall Ship,13.19,8/15/2018,20:58:32
Edith,41629,Frostfruit Inn,14.23,8/15/2018,18:07:09
Erastus,41653,Border Watch Inn,33.27,8/15/2018,0:57:10
Jacqueline,41857,The Learned Goat,25.8,8/15/2018,1:17:45
Shayna,43644,Braidwood Inn,21.69,8/15/2018,1:47:37
Aliyah,44145,The Broken Stool,9.14,8/15/2018,1:50:03
Lane,637,The Rusty Anchor,22.92,8/16/2018,2:40:33
Mireya,1006,Mancini's Family Restaurant,34.96,8/16/2018,18:20:54
Tillman,1414,Dagmar,44.3,8/16/2018,3:34:45
Sanders,3521,The Lion and Unicorn,33.56,8/16/2018,23:43:45
Julius,4877,Wandin Valley RSL,39.36,8/16/2018,23:21:00
Philip,7881,Quark's,5.48,8/16/2018,0:28:16
Leo,9202,Talon Bar,28.7,8/16/2018,0:30:35
Kirsten,9355,The Broken Drum/The Mended Drum,32.63,8/16/2018,14:57:15
Gabriela,9633,The Woolpack,21.03,8/16/2018,18:18:31
Lum,11040,Bodarks Bus Stop Restaurant,11.86,8/16/2018,1:41:38
Lauryn,11061,The Oak and Crosier,31.86,8/16/2018,9:34:36
Mattie,12053,Border Watch Inn,9.77,8/16/2018,0:17:46
Egbert,12163,The Drunken Huntsman,22.99,8/16/2018,22:59:08
Connie,13404,The Iron Horse,9.97,8/16/2018,0:55:30
Yaritza,15932,Milk Club,17.12,8/16/2018,1:08:31
Dempsey,16831,Mancini's Family Restaurant,28.22,8/16/2018,19:55:30
Peter,17764,The Crab Shed,20.68,8/16/2018,19:59:27
Gina,17987,Bob's Country Bunker,7.3,8/16/2018,15:26:39
Thalia,18316,Talon Bar,3.52,8/16/2018,15:58:09
Rebeca,18341,The Bull,32.76,8/16/2018,0:25:39
Hartwell,18368,Dugout Inn,32.84,8/16/2018,0:56:47
Ira,18590,Fortune Casino,29.91,8/16/2018,0:34:15
Aaron,18822,The Orange Tree,16.47,8/16/2018,19:35:13
Anastacio,21187,Candlehearth Hall,21.56,8/16/2018,2:38:49
Larissa,21457,Rolliver's Inn,41.2,8/16/2018,1:22:13
Arabella,23309,Boobies,27.93,8/16/2018,0:49:03
Mckenna,23405,Brady Pub,20.58,8/16/2018,15:31:54
Royal,23414,Lusty Leopard,9.66,8/16/2018,2:55:00
Simon,24354,Milk Club,35.18,8/16/2018,9:23:01
Raven,24420,Old Prospector Saloon,7.07,8/16/2018,23:33:42
Azul,24567,The Cap & Bell,40.72,8/16/2018,0:29:59
Kenley,24640,Windpeak Inn,20.44,8/16/2018,12:59:16
Oda,26253,The Winchester Club,24.31,8/16/2018,0:45:03
Sky,26430,Rolliver's Inn,32.76,8/16/2018,23:09:33
Amara,26797,Korova Milk Bar,35.32,8/16/2018,20:23:56
Josh,27116,Grilby's,24.13,8/16/2018,17:13:53
Jaycee,28391,The Tropicana,14.87,8/16/2018,10:52:17
Armani,28699,The Plot and Plaster,18.52,8/16/2018,22:21:08
Claude,29181,Dexter Lake Club,30.34,8/16/2018,20:59:07
Mack,29316,The Broken Stool,38.38,8/16/2018,0:17:42
Aaliyah,29515,Kavanagh's Irish Pub,28.24,8/16/2018,4:55:14
Asher,29639,O'Malley's Bar,29.17,8/16/2018,2:56:12
Lesly,30541,Playaz Club,17,8/16/2018,2:22:21
Jeff,30547,The Rose & Crown,23.13,8/16/2018,0:37:23
Rush,33591,The Peach Pit,33.47,8/16/2018,0:25:33
Raina,33962,The Brass Lantern,22.64,8/16/2018,22:40:59
Alejandra,34106,Talon Bar,16.68,8/16/2018,19:48:01
Gregg,34300,John McRory's Place,4.81,8/16/2018,1:58:01
Gianna,35086,John McRory's Place,12.73,8/16/2018,0:12:07
Adrian,35602,Founding Fathers,33.57,8/16/2018,21:30:32
Edith,36783,The Prancing Pony,31.59,8/16/2018,18:03:03
Earnest,37675,Louie's,36.48,8/16/2018,11:01:26
Jordyn,39209,Eden Hall,25.95,8/16/2018,19:24:07
Lyle,39880,The Drowned Trout,25.92,8/16/2018,0:35:39
Stacy,40140,Poison,6.63,8/16/2018,0:47:13
Juliette,41122,Alibi Bar,37.28,8/16/2018,20:31:59
Paula,42834,Kavanagh's Irish Pub,27.74,8/16/2018,0:14:54
Christiana,43661,The Oblivion Bar,36.17,8/16/2018,19:52:26
Karina,44189,The Prancing Pony,23.53,8/16/2018,19:17:21
Worth,44546,Trees Lounge,34.21,8/16/2018,0:03:05
Hope,231,Korova Milk Bar,41.13,8/17/2018,22:20:19
